state,key,value
-,koppal,8539,KA,koppal,583231:583238:583230
-,koraput,6852,OR,koraput,765013:764041:764038
-,korba,7759,CG,korba,495678:495674:495683:495444:495445:495454:495455:495450:495447:495448:495453:495677:495684:495446:495452:495682
-,kota,744,RJ,kota,325204:325007:324001:325201:325003:324003:324002:324021:324010:324006:324005:324009:324008:324004:324007:325001:325208:325203
-,kottayam,481,KL,kottayam,686638:686637:686505:686630:686519:686601:686602:686035:686520:686005:686027:686024:686010:686020:686146:686641:686014:686032:686563:686037:686517:686613:686041:686033:686038:686522:686564:686145:686508:686036:686143:686011:686506:686025:686507:686561:686030:686003:686019:686008:686608:686603:686001:686039:686607:686034:686617:686002:686560:686568:686518:686562:686587:686018:686006:686141:686004:686642:686016:686142:686123:686640:686017:686501:686612:686022:686009:686028:686144:686600:686015:686504
-,kozhikode,495,KL,kozhikode,673001:673012:673019:673317:673303:673024:673314:673638:673652:673631:673004:673519:673027:673328:673611:673017:673637:673003:673655:673026:673634:673018:673301:673632:673010:673643:673016:673029:673032:673011:673028:673025:673635:673619:673633:673005:676319:673648:673014:673636:673006:673002:673013:673020:676315:673653:673617:673302:673009:673647:673015:673021:676312:673008:673007:673616
-,krishnagiri,4343,TN,krishnagiri,635108:635002:635122:635128:635106:635211:635120:635115:635104:635112:635001:635204:635111:635101:635203
-,kullu,1902,HP,kullu,175102:175125:175126:175121:175101:175138
-,kupwara,1955,JK,kupwara,193302:193222:193223:193221:193224
-,kurnool,8518,AP,kurnool,518218:518003:518466:518217:518001:518005:518216:518004:518452:518467:518007:518006:518018:518010:518002
-,kurukshetra,1744,HR,kurukshetra,132118:136131:136038:136119:136118:136156:136132
-,kushinagar,5564,UP,kushinagar,274408:274404:274401:274403:274203:274207:274206:274402
-,lakhimpur,3752,UP,lakhimpur,262725:262721:261501:261506:262728:262701:262702:262726
-,lakhisarai,6346,BR,lakhisarai,811311:811302:811310
-,lalitpur,5176,UP,lalitpur,284501:284122:284124:284403:284123
-,latehar,6565,JH,latehar,829207:829203:829206
-,latur,2382,MH,latur,413512:413520:413531:413527
-,lawngtlai,3835,MZ,lawngtlai,796891
-,leh,1982,LA,leh,194101:194104
-,lohardaga,6526,JH,lohardaga,835302:835304:835305:835306:835213
-,longleng,3869,NL,longleng,798625
-,lucknow,522,UP,lucknow,226501:226023:226303:227005:226301:227106:226028:226203:226029:226201:226014:226001:226018:227105:226017:226030:226019:227308:226020:226008:227015:226004:224226:227305:226024:226009:227309:226006:226013:226031:227132:227208:226016:226015:226003:226002:226007:226021:226025:227207:226202:226000:226305:227107:226005:226401:226302:226027:227101:226011:226010:227205:226012:226022:227202:227125:226026
-,ludhiana,161,PB,ludhiana,141015:141021:141002:141010:141011:141005:141122:141006:141009:141014:142027:141017:141012:141020:141016:141102:141033:141201:141003:141027:141206:141013:141116:141112:141110:142021:141127:141001:142028:141008:142022:141007:141004:142029:141120:141123:141118
-,lunglei,372,MZ,lunglei,796701
-,madhepura,6476,BR,madhepura,852114:852107:852113:852128
-,madhubani,6276,BR,madhubani,847213:847115:847236:847337:847112:847237:847234:847231:847212:847239:847214:847424:847211:847238:847215
-,madurai,452,TN,madurai,625012:625221:625008:625234:625706:625305:625404:625015:625005:626579:625010:625708:625201:625001:625007:625502:624205:625217:625016:626540:625021:625402:625501:625002:625022:625704:625111:625115:625013:625017:625702:625003:625014:625018:625019:624207:625009:625123:625023:625006:625107:625104:625011:625004:625020:625052:630611
-,maharajganj,5523,UP,maharajganj,273303:273302
-,mahasamund,7723,CG,mahasamund,493445:493449:493441:493992
-,mahe,490,KL,mahe,673309:673311:673308:673316:673313:673312
-,mainpuri,5672,UP,mainpuri,206301:205261:205001:205301:205119:205262:205267:205263:205265:205247:205264
-,malappuram,483,KL,malappuram,676514:676513:676509:676505:676515:676511:673651:679324:673642:676507:676506:676304:676320:676317:676318:676309:676311:676519:676308:676303:676510:676504:676305:676508:676528:676306:673649:676121:676517
-,malda,3512,WB,malda,732208:732205:732128:732001:732212:732141:732216:732213:732143:732214:732142:732102:732204:732101:732144:732103
-,malkangiri,6861,OR,malkangiri,764045:764048:764044
-,mamit,389,MZ,mamit,796441
-,mandi,1905,HP,mandi,175005:175003:175124:175021:175006:175052:175022:175001
-,mandla,7642,MP,mandla,481776:481771:480994:481668:481661:481665:480991:481768
-,mandsaur,7422,MP,mandsaur,458389:458895:458990:458002:457339:458558:458669:458664:458001:458668:458667
-,mandya,82332,KA,mandya,571427:571403:571477:571435:571478:571446:571425:571807:571404:571434:571438:571402:571401:571405:572123:571415:571419:571450
-,mansa,1652,PB,mansa,151505:151508:151510
-,mathura,565,UP,mathura,281001:281502:281501:281301:281006:281302:281123:281005:281308:281002:281004:281003:281303:281305:281122
-,mau,547,UP,mau,275102:275103:275101:275201:276403
-,medak,911,TS,medak,502109:502247:502130:502117:502255:502334:502115:502335:502331:502110:502125:502303:502248:502113:502101
-,meerut,121,UP,meerut,250103:250001:250002:250106:250104:250013:250003:250010:250105:250102:250502:250341:250005:250007:250004:250501:250403
-,mirzapur,5442,UP,mirzapur,231312:231211:231309:231303:231307:231001
-,moga,1636,PB,moga,142003:142002:142040:142001:142054:142011:142048:142037:142053
-,mokokchung,369,NL,mokokchung,798601:798617
-,mon,3869,NL,mon,798621
-,moradabad,591,UP,moradabad,244002:244105:244104:244102:244004:244504:244001:244103:244226:202415:202413:244902:244411
-,morena,7532,MP,morena,476134:476219:476115:476111:476001:476221:476444:476554
-,muktsar,1633,PB,muktsar,152104:152031:152032:152026:152025
-,munger,6344,BR,munger,811201:811212:811202:811214:811211:811241
-,murshidabad,3482,WB,murshidabad,742122:742113:742104:742164:742171:742152:742149:742123:742135:742160:742302
-,muzaffarnagar,131,UP,muzaffarnagar,251316:251311:251310:251002:251001:251308:251306:251307:251003:251202
-,muzaffarpur,621,BR,muzaffarpur,844127:843124:843109:842004:843133:843131:843141:844120:843111:843129:842003:842005:842001:843153:843146:843113:842006:843128:843108:843116:844118:842002:843165:842101:843127:843130:843132:845406:842008
-,mysore,821,KA,mysore,570010:571321:570004:570028:570003:570032:570009:571124:570001:570025:570014:571110:571122:571607:570033:570008:570021:570029:570019:570007:570012:570013:570016:570030:570027:571186:570023:571120:570020:570018:571606:570011:570022:570015:571101:570024:570002:570031:570005:571130:570006:570026:570017:570034
-,nabarangapur,6858,OR,nabarangapur,764085:764049:764059:764063:764070:764069:764078
-,nagaon,3672,AS,nagaon,782142:782144:782003:782101:782010:782001:782002
-,nagapattinam,4365,TN,nagapattinam,611001:611111:611002:611102:611104:611106:611003:611108:611110:611112:611103:611109
-,nagaur,1582:1582,RJ,nagaur,341021:341026:341001:341013:341012
-,nagpur,712,MH,nagpur,440009:440014:441109:441102:440005:440022:440002:440021:440032:440006:440035:440019:440033:441404:440010:441122:440004:440030:440037:440024:440003:440013:441001:440012:440020:440025:440018:440016:440008:440015:441123:440001:440017:440028:441108:440104:441111:440007:440023:440031:440026:441002:441113:440029:441110:440011:425511:440036:440027:440034
-,nainital,5942,UK,nainital,263001:263002:263127:263131:263128
-,nalbari,3624,AS,nalbari,781303:781351:781348:781344:781370:781334:781375:781369:781341:781336:781353:781339:781349:781337:781340:781347:781310:781335
-,nalgonda,8682,TS,nalgonda,508001:508247:508205:508002:508004:508254
-,namakkal,4286,TN,namakkal,637019:637014:637021:637017:637212:637405:637015:637002:637409:637003:637013:637404:637206:637001:637020:637207
-,nanded,2462,MH,nanded,431606:431605:431601:431602:431604:431603
-,nandurbar,2564,MH,nandurbar,425416:425412:425411
-,narayanpur,7781,AS,narayanpur,784164:784163:787054:784165:784161:784162:787033
-,narsinghpur,7792,MP,narsinghpur,487118:487114:487001:487221:483119:487110
-,nashik,253,MH,nashik,422206:422006:422214:422205:422302:422005:422002:422008:422003:422401:422222:422001:422101:422009:422012:423111:422209:422502:422007:422301:422013:422201:422501:422221:422207:422010:423502:422215:422011
-,navsari,2637,GJ,navsari,396469:396472:396427:396450:396406:396421:396425:396439:396445:394245:396424:396466:396433:396415:396475:396463:396440:396418:396412:396403:396436
-,nawada,6324,BR,nawada,805102:805107:805111:805123:805103:805110:805104:805126:805121:805141:805112
-,nawanshahr,1823,PB,nawanshahr,144507:144505:144518:144029:144508:144512:144511:144417:144510:144509:144421:144515:144506:144516:144513:144521:144514:144422:144517
-,nayagarh,6753,OR,nayagarh,752070:752087:752080:752094:752081:752079:752090:752082:752069:752068:752066
-,neemuch,7423,MP,neemuch,458220:458474:458468:312606:458470:458441:458330:458339
-,nellore,861,AP,nellore,524005:524366:524001:524320:524344:524313:524137:524003:524311:524346:524318:524323:524315:524004:524316:524321:524002:524347:524314:524152
-,nizamabad,8463,TS,nizamabad,503213:503001:503322:503003:503230:503186:503002:503175:503174
-,nuapada,6678,OR,nuapada,766105:768050:768039:766104:768042
-,osmanabad,2472,MH,osmanabad,413623:413601:413509:413580:413624:413569:413510:413511:413405:413501:413506:413508
-,pakur,6435,JH,pakur,816104:816107
-,palakkad,471,KL,palakkad,678553:678624:678010:678554:678731:678557:678594:678018:678531:678006:678020:678651:678103:678004:678007:678621:678009:678707:678003:678615:678575:678701:678104:678001:678559:678501:678015:678732:678505:678555:678503:678592:678012:678552:678002:678013:678702:678551:678532:678008:678101:678671:678019:678622:678502:678733:678014:678533:678556:678504:678005:678623:678611:678011:678102:678721:678534:678600:678558
-,palghar,2525,MH,palghar,401406:401404:401505:401405:401401:401400:401403:401402
-,pali,2932,RJ,pali,306501:306401
-,palwal,1275,HR,palwal,121102:121105:121103
-,panipat,180,HR,panipat,132110:132145:131102:131101:132101:132104:132108:132140:132102:132106:132105:132115:132122:132103
-,panna,7732,MP,panna,488220:488333:488001
-,parbhani,2452,MH,parbhani,431521:431537:431540:431401:431402
-,patan,2766,JH,patan,384265:384255:384110:384285:384260:384221:384275:384230:384272:384220
-,pathanamthitta,468,KL,pathanamthitta,689517:690001:689504:689671:689668:689666:689694:689646:689698:689501:689693:689505:689507:689659:689649:689664:689722:689625:689515:689691:689503:689665:689656:689678:689647:689723:689502:689692:689721:690529:690509:690010:689653:689680:689661:689645:689681:689509:689521
-,patiala,175,PB,patiala,147008:147004:147002:147005:147111:147003:147006:147103:147021:147001:147007
-,patna,612,BR,patna,800027:800005:800021:801505:800022:800019:800016:801506:800017:800030:803206:800026:800014:800023:801503:800029:800003:800002:800015:800012:800010:800018:801507:800013:800001:804453:800020:800008:800006:800004:803203:800028:800024:800025:800009:800007:800011
-,perambalur,4328,TN,perambalur,621121:621219:621717:621116:621708:621120:621104:621118:621220:621109:621113:621212:621133:621106:621117:621103:621101:621115:621102:621126:621107:621108
-,peren,3839,NL,peren,797101
-,pilibhit,5882,UP,pilibhit,262001:262302:262305:262203
-,pithoragarh,5964,UK,pithoragarh,262502:262540:262520:262521:262501:262530
-,pondicherry,413,PU,pondicherry,607403:605652:607402:605001:605110:605107:605111:605502:605006:605012:605014:605013:605501:605004:605009:605007:605102:605106:605010:605008:605011:605101:605002:605109:605104:605003:605005
-,poonch,1965,JK,poonch,185111:185211:185101
-,porbandar,286,GJ,porbandar,360575:360560:360576:360577:360578:360545:360579:360585:360550
-,pratapgarh,1478:5342,UP,pratapgarh,230305:230002:230001:230131:230404:230401:230122:230304:230402:230403:230502
-,pulwama,1933,JK,pulwama,192301:192304:192306:192303:192123:192302
-,pune,20,MH,pune,412217:411501:411033:411009:411057:411068:411047:411008:411012:412101:411406:411100:411015:411001:412302:412307:411005:411017:411053:411045:411004:411107:411007:411027:411039:411000:412207:411058:411028:411002:411013:411050:411037:412105:999957:411230:411032:411220:411021:411024:411011:410613:411067:411003:412114:411029:411055:411014:411026:411018:411048:411019:411023:411052:411044:412001:411031:411025:411041:411022:411054:411056:411016:411049:411036:411061:411062:411038:411020:411043:412308:411006:411030:411010:411051:412309:411040:411046:411035:411042:411060:411034
-,puri,6752,OR,puri,752006:752002:752012:752067:752014:752003:752013:752001:752011:752045
-,purulia,3252,WB,purulia,723104:723103:723101:723102
-,raebareli,535,UP,raebareli,229302:229405:229010:229001:229306:229310:229316
-,raichur,8532,KA,raichur,584102:584201:584118:584135:584134:584101:584140:584133:584202:584170:584104:584103
-,raigarh,7762:2141,CG,raigarh,496661:496100:496440:496109:496197:496005:496001:496107:496004:496111:496665
-,raipur,771,CG,raipur,493211:492014:492099:492016:493221:492015:492012:493111:492013:492004:492009:492010:492007:492003:492008:492002:492101:492011:492001:492005:492006
-,raisen,7482,MP,raisen,464665:464661:464986:464551
-,rajgarh,7372,RJ,rajgarh,331023:331701:331303
-,rajkot,281,GJ,rajkot,360022:360002:360003:360024:360006:360013:360008:360034:360018:360011:360005:360025:360004:365001:360020:360021:360007:360012:360023:360001
-,rajnandgaon,7744,CG,rajnandgaon,491441:491661
-,rajouri,1962,JK,rajouri,185131:185212:185132:185234
-,rajsamand,2952,RJ,rajsamand,313334:313323:313301:313326:313202:313322:313342:313324
-,ramanathapuram,4567,TN,ramanathapuram,623517:623503:623513:623515:623533:623807:623537:623512:623523:623504:623532:623531:623514:623502:623522:623536:623566:623527:623802:623806:623501:623530
-,ramban,1998,JK,ramban,182148:182144
-,rampur,595,UP,rampur,244402:244901:244926:244927:244924:244925
-,ranchi,651,JH,ranchi,835303:834003:835240:834011:835238:834008:834010:835217:834002:835103:834001:835215:834006:834004:834007:834009:835222:834012:835205:834005
-,ratlam,7412,MP,ratlam,457551:457552:457441:457222:457002:457001:457550
-,ratnagiri,2352,MH,ratnagiri,415618:415616:415629:415806:415619:415639:415612:416707:415626
-,rayagada,6856,OR,rayagada,761207:761213:761214
-,reasi,1991,JK,reasi,182312:182311
-,rewa,7662,MP,rewa,486446:486004:485081:486550:486008:486003:486001:486450:486002:486005:486006
-,rewari,1274,HR,rewari,123101:123303:122502:123501:123302:124146:123102:123103:123414:123305:124141:124142:123411:123502:123401:123035:123412:301401:123301
-,rohtak,1262,HR,rohtak,124401:124411:124021:124416:124113:124406:124010:124001:124303:124412
-,rudraprayag,1364,UK,rudraprayag,246425:246171:246421:246495:246448
-,rupnagar,1881,PB,rupnagar,140102:140119:144522:140108:144533:140111:140001:140113:140112
-,sagar,7582,MP,sagar,470002:470003:470021:470051:470221:470337:470125:470004:470001
-,saharanpur,132,UP,saharanpur,247669:247001:247672:247002:247231:247232:247769
-,saharsa,6478,BR,saharsa,852201:852202:852216:852124:852221:852212
-,salem,427,TN,salem,636007:636014:636006:637502:636016:636203:636001:636307:636004:636005:636140:636009:636103:636008:636010:636017:636308:636201:636106:636015:636122:636204:636002:636003
-,samastipur,6274,BR,samastipur,848110:848102:848121:848138:848303:843134:848109:848129:848134:848135:848127:848132:848101
-,samba,1923,JK,samba,184145:184121:184141
-,sambalpur,663,OR,sambalpur,768018:768200:768011:768116:768020:768112:768006:768212:768017:768101:768019:768016:768001:768002:768005:768003:768004
-,sangli,233,MH,sangli,416435:416137:416425:416436:416415:416144:416306:416304:416540:416416:416406:416423
-,sangrur,1672,PB,sangrur,148001:148026:148008:148006:148106:148000:148002:148004:148038
-,satara,2162,MH,satara,415002:415003:415518:415004:415011:415519:415022:415001
-,satna,7672,MP,satna,485111:485113:485112:485001:485003:485004:485002:485441:485005:485115
-,sawai madhopur,7462,RJ,sawai madhopur,322701:322022:322021:322026:322027:322034:322702:322001:322029:322033
-,sehore,7562,MP,sehore,466651:466001:466112:466002:466115:466117
-,senapati,3871,MN,senapati,795007:795106:795129
-,seoni,7692,MP,seoni,480990:480667:480553:480661:480882
-,serchhip,3838,MZ,serchhip,796181
-,shahdol,7652,MP,shahdol,484120:484001:484114:484002:484110
-,shahjahanpur,5842,UP,shahjahanpur,242407:242226:242306:242223:242406:242001:242005
-,shajapur,7364,MP,shajapur,465106:465220:465001:465697:465110:456770
-,sheikhpura,6341,BR,sheikhpura,811107:811105:811102:811304
-,sheohar,6222,BR,sheohar,845430:843334:843351:843325:843329
-,sheopur,7530,MP,sheopur,476339:476337
-,shimla,177,HP,shimla,170001:171002:171008:173002:171004:171009:171010:171007:171005:173217:171011:171218:171003:171006:171019:171014:171012:171103:171001
-,shimoga,8182,KA,shimoga,577416:577229:577301:577211:577302:577227:577205:577115:577247:577144:577451:577204:577216:577202:577303:577321:577233:577220:577203:577201:577128:577222
-,shivpuri,7492,MP,shivpuri,473551:473554
-,sidhi,7622,MP,sidhi,486661:486771
-,sikar,1572,RJ,sikar,332039:332407:332043:332026:333043:332042:332028:333045:332002:332032:332027:332041:332312:332024:332022:332021:332001
-,simdega,6525,JH,simdega,835224:835228:835226:835223:835235
-,singrauli,7805,MP,singrauli,486884:486889:486887:486890:486888:486885:486892:486886
-,sirohi,2972,RJ,sirohi,307802:307021:307020:307043:307001:307801
-,sirsa,1666,HR,sirsa,125054:125077:125056:125076:125055:125110:125060:125078:125201:125103
-,sitamarhi,6226,BR,sitamarhi,843302:843301:843323:843327:843314:843352:843324:843331
-,sitapur,5862,CG,sitapur,261125:261405:261001:261131:261404
-,sivaganga,4575,TN,sivaganga,630553:630561:630565:630321:630556:630557:630610:626612:630606:630562:620602:630555:623608:630559:630609:630552:630551:630554:630558:630602
-,sivasagar,3772,AS,sivasagar,785663:785668:785644:785660:785697:785649:785643:785648:785667:784151:785665:785672:785640:785664
-,siwan,6154,BR,siwan,841502:841231:841226:841245:841241:841240:841287:841286:841236:841404:841252:841446:841234:841237:841227
-,solan,1792,HP,solan,173222:173212:173213:173223:173230:173221:174102:173211:173214:173218
-,solapur,217,MH,solapur,413005:413248:413214:413008:413001:413228:413253:413224:413004:413003:413213:413324:413002:413255:413010:413006:413007
-,sonipat,130,HR,sonipat,131039:124501:131408:131103:131040:131402:131023:131409:131029:131002:131024:131027:131028:124404:131001:131021:131022:124517:131403:131030
-,srikakulam,8942,AP,srikakulam,532404:532403:532168:532484:532185:532410:532123:532402:532005:532001:532186:532408:532405:532401
-,srinagar,194,JK,srinagar,191201:190014:190023:190009:190012:190006:190004:191112:192122:190015:190018:193404:190008:191113:193121:193411:191102:190020:190003:191132:191121:191101:191111:193109:190007:190001:192121:193108:191103:193198:190025:190021:193401:190017:190002:191123:190011:190024:191131:190005:190019:190010
-,sultanpur,5362,UP,sultanpur,227408:227812:228001:227805:227808:228119:228155:228118
-,supaul,6473,BR,supaul,852130:852131:852110:852108:852138
-,surat,261,GJ,surat,394305:394270:394530:394101:394520:394515:394517:394327:394180:394185:394150:394218:395018:394516:394010:395009:394510:394540:395007:394518:395016:396006:395021:395012:394235:395023:394211:395210:395013:394105:999956:395001:395002:394550:394190:395010:394325:394230:395017:394221:394326:395003:394220:385007:395006:394212:394210:394315:394130:395011:394310:395005:394317:395004:394107:395008
-,surendranagar,2752,GJ,surendranagar,363001:363039:363435:363035:363040:363030:363031:363007:363002:363020:363110
-,tamenglong,3877,MN,tamenglong,795141
-,tawang,3794,AR,tawang,790104
-,thane,22,MH,thane,400609:400206:400606:400608:400207:400605:431302:400603:400601:400604:400208:400210:400610:400602:400615:400607:421307:420421
-,thanjavur,4362,TN,thanjavur,613502:613503:613009:613402:614904:613007:613207:613406:614402:614625:613403:614206:614902:613504:614626:614303:613501:613004:613401:613205:614201:614211:613010:613601:613005:613008:614401:613052:613001:614301:613002:614202:613003:613303:613006
-,theni,4546,TN,theni,625531:625528:626501:625520:626526:625513:625547:625517:626512:625523:625604:625562:625534:625603:625512:626513:625601:626531:625572:625605:625582:625536
-,thiruvananthapuram,471,KL,thiruvananthapuram,695035:695027:695006:695081:695023:695008:695040:695015:695044:695025:695009:695010:695099:695043:695521:695028:695005:695026:695037:695013:695034:695020:695522:695018:695032:695021:695024:695014:695041:695019:695523:695007:695033:695029:695012:695038:695039:695527:695004:695588:695036:695002:695042:695001:695003:695030
-,thiruvarur,4366,TN,thiruvarur,610104:614013:614030:614020:612610:613705:610114:614404:614019:610210:614014:611101:610107:610206:614016:610003:612603:609502:610101:613703:610105:614017:614012:610001:614022:610109:613704:611105:610102:610111:614403:609504:614001:614905:614015:610103:614102:613702:613701:614103:614018:614717:610004:614101:610106
-,thrissur,487,KL,thrissur,680524:680615:680610:680020:680581:680572:680103:680508:680014:680013:680028:679538:680313:680552:680001:680516:680595:680104:679564:680511:680005:680502:680651:680751:680522:680520:680021:680623:680102:679562:680608:680320:680507:680009:680513:680506:680752:680657:680515:680704:680504:680654:680018:680616:680575:680052:680509:680653:680319:680514:680656:680547:680603:680026:680596:680771:680101:680322:680652:680518:680512:680573:680314:680510:680602:680306:680006:680631:680022:680010:680008:680655
-,tikamgarh,7683,MP,tikamgarh,472010:472001:472005:472111:472339
-,tinsukia,374,AS,tinsukia,786124:786192:786147:786126:786125:786145:786146:786170
-,tirunelveli,462,TN,tirunelveli,627003:628252:627354:627361:627004:629205:627451:627359:627352:627252:627007:627502:627358:627353:627304:627254:627002:627152:627202:627356:628809:627854:627302:627001:627351:627051:627006:627201:627009:627012:627151:627005:627604:627011:627301:627251:627357:627008:627010
-,tiruvallur,44,TN,tiruvallur,602003:631203:602021:602027:602001:602023:601103:602025:603113:602002
-,tiruvannamalai,4175,TN,tiruvannamalai,606804:606755:606752:606805:606702:606604:606602:606811:606808:606806:606603:606754:606611:606601:604601
-,tonk,1432:1432,RJ,tonk,304005:304020:304001:304021:304026:304801
-,tuensang,3861,NL,tuensang,798612
-,tumkur,816,KA,tumkur,572223:572107:572105:572102:572117:572103:572118:572168:572219:572145:572104:572122:572106:572222:572216:572101
-,udaipur,294,RJ,udaipur,313001:313022:313014:313016:313204:313003:313004:313011:313013:313201:313024:313002
-,udalguri,3711,AS,udalguri,784508:784513:784507:784524:784510:784114:784523:784514:784509
-,udhampur,1992,JK,udhampur,182124:182126:182121:182127:182125:182117:182104:182101
-,ujjain,734,MP,ujjain,456004:456003:456001:456008:456010:456002:456664:456009:456005:456007:456006:456661
-,ukhrul,3870,MN,ukhrul,795142
-,umaria,7653,MP,umaria,484661:484660
-,una,1975,GJ,una,362550:362520:362565:362570:362540:362571:362560:362510
-,unnao,515,UP,unnao,209864:209862:229503:209861:209506:229502:209863:209825:209865:209859:209867:209801:209866:229202:209831:209827:209860:209841
-,uttarkashi,1374,UK,uttarkashi,249196:249193:249194
-,vadodara,265,GJ,vadodara,390006:390013:391430:390020:390022:391774:390001:391310:391350:391340:391450:390010:391760:390023:390005:391101:390021:391740:390014:390009:391445:391745:390012:391530:390017:390024:390025:391345:391440:390015:390007:391347:388515:390002:390019:391320:391410:390011:380012:390016:391776:390003:391330:390008:391750:391520:391346:390018:390004:391775:391780
-,valsad,2632,GJ,valsad,396385:396031:396030:396035:394307:396065:396051:396375:396126:396015:396055:396125:396045:396020:396002:396007:396050:396001
-,varanasi,542,UP,varanasi,221007:221107:231314:221103:231501:221108:221106:221302:221109:221403:221005:221305:221004:221003:212011:221002:221311:221313:221010:221112:221001:221307:221011:221402:221314
-,vellore,416,TN,vellore,623002:632058:632008:632013:632012:632114:632113:632011:632055:632105:632001:632102:632057:632004:632010:632104:632002:632003:632005:632052
-,vidisha,7592,MP,vidisha,464001:464226
-,virudhunagar,4562,TN,virudhunagar,626204:626104:626109:626003:625701:626002:626001:626008:626053:625707
-,visakhapatnam,891,AP,visakhapatnam,530053:530007:530035:530009:530030:531019:530016:530048:530023:530045:530002:530014:530049:530006:530008:530041:530027:530012:530001:530019:530010:530046:530022:530011:530032:530013:530004:530025:530026:530015:530003:530024:530037:530043:530021:530017:530044:530020:530040:530005:530018:530029:530028
-,vizianagaram,8922,AP,vizianagaram,535002:535217:535006:535214:535280:535003:535004:535218:535215:535005:535001
-,warangal,8712,TS,warangal,506330:506166:506003:506008:506006:506005:506015:506009:506010:506013:506001:506371:506370:506342:506142:506004:506002:506011:506310:506012:506007
-,wardha,7152,MH,wardha,442105:442107:442111:441118:442001:442104:442003:442002:442005:442004:442102:442006
-,washim,7252,MH,washim,444505:444503:444504:444507
-,wokha,3860,NL,wokha,797111
-,yavatmal,7232,MH,yavatmal,445002:445101:445201:445102:444708:445001:445401:445210
-,zunheboto,3867,NL,zunheboto,798620
AP,achampet,8541,TS,achampet,509376:509375:509201:509401
AP,adilabad,8732,TS,adilabad,504001:504312:504308:504002
AP,armoor,8463,TS,armoor,503311:503224:503225:503223:503212:503307:503217:503218
AP,asifabad,8733,TS,asifabad,504293:504295
AP,banswada,8466,TS,banswada,503321:503301:503187:503306
AP,bellampalli,8735,TS,bellampalli,504231:504251:504218
AP,bhadrachalam,8743,TS,bhadrachalam,507129:507134:507128:507111:507137
AP,bhainsa,8752,TS,bhainsa,504101:504109:504103:504104:504102
AP,bodhan,8467,TS,bodhan,503206:503235:503185:503201:503207:503188:503180:503202
AP,cherial,8710,TS,cherial,506223:502280:506355:502372:506367:502277
AP,cumbum,8406,TN,cumbum,625556:625515:625540:625525:625533:625530:625521:625518:626515:625522:625524:625526:625516
AP,devarakonda,8691,TS,devarakonda,508257:508243:508248
AP,gadwal,8546,TS,gadwal,509125:509133:509132:509127
AP,husnabad,8721,TS,husnabad,505480:505466:505472:505471:505497:505467:505481
AP,huzurabad,8727,TS,huzurabad,505101:505102:505468:505490:505470:505476:505498:505474
AP,ibrahimpatnam,8414,TS,ibrahimpatnam,501506:501508
AP,jagtial,8724,TS,jagtial,505529:505327:505532:505452:505455
AP,jangaon,8716,TS,jangaon,506201:506167:506303
AP,kalwakurthy,8549,TS,kalwakurthy,509349:509324:509360:509320
AP,kamareddy,8468,TS,kamareddy,503123:503111:503145:503144:503112:503101:503102:503110:503120
AP,khammam,8742,TS,khammam,507305:507318:507161:507002:506381:507158:507210:507001:507183:507182:507163:507004:507003
AP,kollapur,8501,TS,kollapur,509102:509105
AP,kothagudem,8744,TS,kothagudem,507120:507154:507103:507118:507138:507115:507101:507316:507119:507166
AP,madhira,8749,TS,madhira,507203
AP,mahabubnagar,8542,TS,mahabubnagar,509001:509204:509002:509302:509301:509351:509382:509340:509409
AP,makthal,8503,TS,makthal,509352:509208:509353
AP,mancherial,8736,TS,mancherial,504209:504301:504208:504303:504302
AP,manthani,8729,TS,manthani,505184:505212
AP,medak,8452,TS,medak,502109:502247:502130:502117:502255:502334:502115:502335:502331:502110:502125:502303:502248:502113:502101
AP,medchal,8418,TS,medchal,500043:502336:501401:500078:500101
AP,nalgonda,8682,TS,nalgonda,508001:508247:508205:508002:508004:508254
AP,narayankhed,8456,TS,narayankhed,502256:502287:502286:502271:502290:502269:502371
AP,narayanpet,8506,TS,narayanpet,509205:509311:509407:509210
AP,nirmal,8734,TS,nirmal,504306:504110:504105:504106:504310:503219
AP,nizamabad,8462,TS,nizamabad,503213:503001:503322:503003:503230:503186:503002:503175:503174
AP,parkal,8713,TS,parkal,506175:506319:506348:506391:506164
AP,peddapalli,8728,TS,peddapalli,505152:505185:505162:505416:505153:505172:505174:505187
AP,sangareddy,8455,TS,sangareddy,502001:502205:502294:502295:502306:502329:502285
AP,shadnagar,8548,TS,shadnagar,509217:509216:509228:509207:509202:509325:509410
AP,siddipet,8457,TS,siddipet,502108:503125:502102:502276:502267:502114:502310:505404:502375:502103:502107
AP,sircilla,8723,TS,sircilla,505304:505305:505405:505303:505301
AP,suryapet,8684,TS,suryapet,508376:508213:508214
AP,warangal,870,TS,warangal,506330:506166:506003:506008:506006:506005:506015:506009:506010:506013:506001:506371:506370:506342:506142:506004:506002:506011:506310:506012:506007
AP,yellandu,8745,TS,yellandu,507211:507123:507124:507122
AP,yellareddy,8465,TS,yellareddy,503302:503310:503108:503124:503122
AP,zahirabad,8451,TS,zahirabad,502257:502221:502220:502321:502228:502318:502246:502251:502345:502249
BR,aurangabad,6186,MH,aurangabad,431003:431136:431007:430005:431005:431115:431102:431008:431004:415570:431009:431154:431133:431101:431010:431001:430006:431006:431002:431152:431210:431201
BR,bagodar,6557,JH,bagodar,825322:825313:825312
BR,balumath,6568,JH,balumath,829202
