lname,state,city,pincode,key
Mangalpur_GayatriColony_D (Orissa),OR,Mangalpur,755013,mangalpur
DoomDooma_Pthrgoan_D (Assam),AS,Doom Dooma,786156,doom dooma
Oras_Ranbambuli_D (Maharashtra),MH,Oras,416534,oras
Padrauna_BauliChwk_D (Uttar Pradesh),UP,Padrauna,274303,padrauna
Pala_Elappunkal_D (Kerala),KL,Pala,686579,pala
Bagalkot_NavaNgr_D (Karnataka),KA,Bagalkot,587102,bagalkot
Alote_PanchamViharColony_D (Madhya Pradesh),MP,Alote,457114,alote
Katol_Laxmingr_D (Maharashtra),MH,Katol,441306,katol
Pendurthi_Mudapaka_DPP (Andhra Pradesh),AP,Pendurthi,535183,pendurthi
Tadpligudm_Seetaram_D (Andhra Pradesh),AP,Tadepalligudem,534166,tadepalligudem
Panskura_Central_D_3 (West Bengal),WB,Panskura,721641,panskura
Guntakal_Central_D_2 (Andhra Pradesh),AP,Guntakal,515842,guntakal
Rajpura_NavyugColony_D (Punjab),PB,Rajpura,140702,rajpura
Kolkata_Gobra_C (West Bengal),WB,Kolkata,700073,kolkata
Bikramgang_Dehrird_D (Bihar),BR,Bikramganj,802221,bikramganj
Jhargram_Raghunathpur_DPP (West Bengal),WB,Jhargram,721505,jhargram
Bijanbari_Dspath_DPP (West Bengal),WB,Bijanbari,734122,bijanbari
Lalganj_Nbchowk_D (Bihar),BR,Lalganj-BH,844121,lalganj-bh
Chandigarh_Raiprkln_C (Chandigarh),CH,Chandigarh,160039,chandigarh
Nazirpur_Thanarpara_D (West Bengal),WB,Nazirpur,741152,nazirpur
BD_Dhaka_Banani_P (Dhaka-BD),RP,Panchagarh,5030,panchagarh
Viluppuram_GenjiRd_D (Tamil Nadu),TN,Viluppuram,605301,viluppuram
Ambasamudram_DRSColony_D (Tamil Nadu),TN,Ambasamudram,627433,ambasamudram
Paota_HoliChowk_DPP (Rajasthan),RJ,Paota,303106,paota
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,100020,dhaka-bd
Maihar_Goshainganj_D (Madhya Pradesh),MP,Maihar,485114,maihar
Naihati_Rajendrapur_DPP (West Bengal),WB,Naihati,743126,naihati
Jiyanpur_GorkhpurRd_D (Uttar Pradesh),UP,Jiyanpur,276125,jiyanpur
Cochin_Kdvantra_D (Kerala),KL,Cochin,682032,cochin
Banswara_Royaltown_D (Rajasthan),RJ,Banswara,327007,banswara
Sivasagar_Pdinnagar_D (Assam),AS,Sivasagar,785668,sivasagar
Kawardha_NndivhrClny_D (Chhattisgarh),CG,Kawardha,491996,kawardha
Ooty_Westmere_D (Tamil Nadu),TN,Ooty,643209,ooty
Rajgarh_Mhrnprtpngr_D (Madhya Pradesh),MP,Rajgarh-MP,465679,rajgarh-mp
Pune_Dhanori_C (Maharashtra),MH,Pune,412101,pune
Haripad_Sivakripa_D (Kerala),KL,Haripad,690511,haripad
Jharsuguda_Coxcolony_D (Orissa),OR,Jharsuguda,768204,jharsuguda
BD_Moulvibazar_Borkapon_D (Sylhet),SH,Moulvibazar,3232,moulvibazar
Agartala_Chowmuhani_D (Tripura),TR,Agartala,799001,agartala
Chennai_Mogappair_C (Tamil Nadu),TN,Chennai,600055,chennai
Sagwara_PunarwasColony_D (Rajasthan),RJ,Sagwara,314026,sagwara
Lakhipur_Ward2_D (Assam),AS,Lakhipur,783132,lakhipur
Chennai_Mogappair_C (Tamil Nadu),TN,Chennai,600051,chennai
Namakkal_KonguNgr_D (Tamil Nadu),TN,Namakkal,637021,namakkal
Gandhinagar_Randesan_D (Gujarat),GJ,Gandhinagar,382006,gandhinagar
Katihar_SBIGuruBazar_D (Bihar),BR,Katihar,854107,katihar
Shrigonda_Adhalgaon_D (Maharashtra),MH,Shrigonda,414011,shrigonda
Patna_Sonagopalpur_H (Bihar),BR,Danapur,801105,danapur
Jhadol_jangalwaSt_DPP (Rajasthan),RJ,Jhadol,313702,jhadol
Bhiwandi_BorivaliSonale_R (Maharashtra),MH,Greater Thane,421202,greater thane
Nizamabad_Kanteshwar_D (Telangana),TS,Nizamabad,503001,nizamabad
Badvel_CCcolony_D (Andhra Pradesh),AP,Badvel,516193,badvel
Narayanpur_Panbari_D (Assam),AS,Narayanpur,784164,narayanpur
Muvattupuzha_Anicadu_D (Kerala),KL,Muvattupuzha,683555,muvattupuzha
Unjha_SatymComplx_D (Gujarat),GJ,Unjha,384165,unjha
Markapur_VidyaNgr_D (Andhra Pradesh),AP,Markapur,523315,markapur
Chikkaballapura_Sidlaghatta_D (Karnataka),KA,Chikkaballapura,563157,chikkaballapura
Addateegala_Thimapuram_D (Andhra Pradesh),AP,Addateegala,533428,addateegala
Coonoor_Vannarpet_D (Tamil Nadu),TN,Coonoor,643243,coonoor
Bagepalli_Chikballapur_D (Karnataka),KA,Bagepalli,561207,bagepalli
Dhaurahara_TahsilRD_D (Uttar Pradesh),UP,Dhaurahara,261502,dhaurahara
Farakka_BngrmDPP_D (West Bengal),WB,Farakka,742212,farakka
Sihor_InfinityMall_D (Gujarat),GJ,Sihor,364330,sihor
Chapda_Ideacolony_DPP (Madhya Pradesh),MP,Chapda,455221,chapda
Gwalior_PuraniChhawani_P (Madhya Pradesh),MP,Gwalior,474011,gwalior
Gujiliamparai_Palayam_DPP (Tamil Nadu),TN,Gujiliamparai,624620,gujiliamparai
Pathankot_Dunera_DPP (Punjab),PB,Pathankot,145021,pathankot
Barabanki_Pragyapuram_D (Uttar Pradesh),UP,Barabanki,225122,barabanki
Thuckalay_RajamonyHosp_D (Tamil Nadu),TN,Thuckalay,629802,thuckalay
Longleng_AgriWard_D (Nagaland),NL,Longleng,798625,longleng
Rampurhat_Dangram_DPP (West Bengal),WB,Rampurhat,731223,rampurhat
BD_Sunamganj_Moynar_D (Sylhet),SH,Sunamganj,3062,sunamganj
Hunsur_HDKote_D (Karnataka),KA,Hunsur,571116,hunsur
Bhainsa_Pipri_D (Telangana),TS,Bhainsa,504101,bhainsa
Tadvai_Eturnagaram_D (Telangana),TS,Tadvai,507136,tadvai
Sheikhpura_Lalbagh_D (Bihar),BR,Sheikhpura,811107,sheikhpura
Sarada_KhmshwrMndr_DPP (Rajasthan),RJ,Sarada,313903,sarada
Nashik_PatilNagar_D (Maharashtra),MH,Nashik,422006,nashik
Tiruchi_TollPlaza_D (Tamil Nadu),TN,Tiruchi,621111,tiruchi
Hindupur_Sadlapalli_D (Andhra Pradesh),AP,Hindupur,515211,hindupur
Supaul_SadrHsptl_D (Bihar),BR,Supaul,852130,supaul
Khamgaon_Wamannagar_DPP (Maharashtra),MH,Khamgaon,444303,khamgaon
Sonamukhi_Central_DPP_1 (West Bengal),WB,Sonamukhi,722206,sonamukhi
Hajipur_Hathsarganj_D (Bihar),BR,Hajipur,841101,hajipur
Ballia_GorkprRd_D (Uttar Pradesh),UP,Ballia,277306,ballia
Baihata_Pialikhata_D (Assam),AS,Baihata,781101,baihata
Kulithalai_CaveryNagar_D (Tamil Nadu),TN,Kulithalai,621211,kulithalai
Thuraiyur_Mthrapuri_D (Tamil Nadu),TN,Thuraiyur,621004,thuraiyur
Shikaripara_Karakata_D (Jharkhand),JH,Shikaripara,814119,shikaripara
Tirunelveli_BlaPkyaNgr_D (Tamil Nadu),TN,Tirunelveli,627361,tirunelveli
Chengalpattu_AnnaNagar_D (Tamil Nadu),TN,Chengalpattu,603314,chengalpattu
Singrauli_Sringawali_D (Madhya Pradesh),MP,Singrauli,486884,singrauli
Fazilka_AdarshNagar_D (Punjab),PB,Fazilka,152020,fazilka
Bangalore_Koralur_R (Karnataka),KA,Bangalore,562107,bangalore
Perumbavoor_Vattakattupady_D (Kerala),KL,Perumbavoor,683553,perumbavoor
Puttur_Darbe_D (Karnataka),KA,Puttur,574202,puttur
Deoria_Indupur_D (Uttar Pradesh),UP,Deoria,274204,deoria
Kangra_Ghurkari_D (Himachal Pradesh),HP,Kangra,176209,kangra
Saraiya_Saraiya_D (Bihar),BR,Saraiya,843143,saraiya
Chagalamarri_TeluguGanga_DPP (Andhra Pradesh),AP,Chagalamarri,516359,chagalamarri
Hisar_Adampur_D (Haryana),HR,Agroha,125052,agroha
Murud_Janjira_D (Maharashtra),MH,Murud,402202,murud
Panipat_Risalu_R (Haryana),HR,Panipat,132145,panipat
Durgapur_Bhiringi_D (West Bengal),WB,Durgapur,713207,durgapur
Bhusawal_JalgaonRd_D (Maharashtra),MH,Bhusawal,425301,bhusawal
Bagepalli_Chikballapur_D (Karnataka),KA,Bagepalli,563124,bagepalli
BD_Dhaka_Banani_P (Dhaka-BD),CA,Patiya,4376,patiya
Moranhat_TengaDollong_D (Assam),AS,Moranhat,786613,moranhat
Gandhinagar_Randesan_D (Gujarat),GJ,Gandhinagar,382000,gandhinagar
Jalpaiguri_Lataguri_DPP (West Bengal),WB,Jalpaiguri,735230,jalpaiguri
Pehowa_ModelTown_DPP (Haryana),HR,Pehowa,136136,pehowa
BD_Dhaka_Banani_P (Dhaka-BD),DK,Rajbari,7722,rajbari
Samastipur_RhmprRdli_D (Bihar),BR,Samastipur,848102,samastipur
BD_Moulvibazar_Borkapon_D (Sylhet),SH,Moulvibazar,3201,moulvibazar
Rourkela (Orissa),OR,Rourkela,769004,rourkela
Kottayam_Muttuchira_D (Kerala),KL,Kottayam,686602,kottayam
Jalore_RoopNgr_D (Rajasthan),RJ,Jalore,343026,jalore
Shahapur_LxmiNgr_D (Karnataka),KA,Shahapur,585223,shahapur
Kurduwadi_Dattanagar_D (Maharashtra),MH,Kurduwadi,413208,kurduwadi
Tajpur_HsptlRd_D (Bihar),BR,Tajpur,848516,tajpur
Sujanpur_Busstandrd_D (Himachal Pradesh),HP,Sujanpur,176089,sujanpur
Jambusar_DhabaChowkdi_DPP (Gujarat),GJ,Jambusar,392040,jambusar
Vijayawada_RamNgr_D (Andhra Pradesh),AP,Vijayawada,521108,vijayawada
Medak_RTCclny_D (Telangana),TS,Medak,502109,medak
Chinnasalem_VKootRd_D (Tamil Nadu),TN,Chinnasalem,621110,chinnasalem
Tseminyu_Zisunyu_D (Nagaland),NL,Tseminyu,797105,tseminyu
Tamluk_Nandakumar_DPP (West Bengal),WB,Tamluk,721636,tamluk
Manuguru_AshokN_D (Telangana),TS,Manuguru,507117,manuguru
Sinnar_Pimpale_D (Maharashtra),MH,Sinnar,422102,sinnar
Markapur_VidyaNgr_D (Andhra Pradesh),AP,Markapur,523316,markapur
Wai_Panchwad_DPP (Maharashtra),MH,Wai,415015,wai
Kapadvanj_Dholikui_D (Gujarat),GJ,Kapadvanj,387640,kapadvanj
Faridabad_Sector27_R (Haryana),DL,Delhi,110074,delhi
Gariyaband_Ward13_D (Chhattisgarh),CG,Gariyaband,492109,gariyaband
Jamshedpur_BajrangNgr_D (Jharkhand),JH,Jamshedpur,831003,jamshedpur
Howrah_Shibpur_C (West Bengal),WB,Bally,711227,bally
Nawanshahr_FrndsClny_D (Punjab),PB,Nawanshahr,144518,nawanshahr
Sambhal_DurgaColny_D (Uttar Pradesh),UP,Sambhal,244003,sambhal
Proddatur_Bollavaram_D (Andhra Pradesh),AP,Proddatur,516223,proddatur
Tumkur_Gubbi_DPP (Karnataka),KA,Tumkur,572223,tumkur
Thanjavur_Riyasnagar_D (Tamil Nadu),TN,Thanjavur,613503,thanjavur
Thirukatupali_BudalurRd_D (Tamil Nadu),TN,Thirukkattupalli,621722,thirukkattupalli
Chikkaballapura_WardNo6_D (Karnataka),KA,Chikkaballapura,562103,chikkaballapura
Narayanpet_Ashoknagar_D (Telangana),TS,Narayanpet,509311,narayanpet
Ballia_Sikandarpur_D (Uttar Pradesh),UP,Ballia,277302,ballia
Rourkela_KoelNagar_D (Orissa),OR,Rourkela,769003,rourkela
BD_Dhaka_Banani_P (Dhaka-BD),DK,Dhaka-BD,1710,dhaka-bd
Navsari_Vejalpore_D (Gujarat),GJ,Navsari,396421,navsari
Kolkata_Belghoria_C (West Bengal),WB,Kolkata,700081,kolkata
Shimoga_Central_D_2 (Karnataka),KA,Shimoga,577229,shimoga
Vasmat_ArefCmpx_D (Maharashtra),MH,Vasmat,431750,vasmat
RatangarhMP_Ward12_D (Madhya Pradesh),MP,Ratangarh-MP,458226,ratangarh-mp
Rawatbhata_HarijanBasti_D (Rajasthan),RJ,Rawatbhata,323304,rawatbhata
Sivaganga_Wardno3_D (Tamil Nadu),TN,Sivaganga,630557,sivaganga
Tirunelveli_BlaPkyaNgr_D (Tamil Nadu),TN,Tirunelveli,627004,tirunelveli
Dimapur_VeterinaryColony_D (Nagaland),NL,Dimapur,797117,dimapur
Ramgarh_Marar_D (Jharkhand),JH,Ramgarh,829122,ramgarh
Selu_Vidyangr_D (Maharashtra),MH,Selu,431502,selu
Neemuch_MhowRd_D (Madhya Pradesh),MP,Neemuch,458468,neemuch
BD_Madaripur_Kazimor_D (Dhaka-BD),DK,Madaripur,8021,madaripur
Kannur_Manal_D (Kerala),KL,Kannur,670006,kannur
Tarkeshwar_Market_D (West Bengal),WB,Tarkeshwar,712424,tarkeshwar
Mashrakh_KaranKudariya_DPP (Bihar),BR,Mashrakh,841424,mashrakh
Kaptanganj_Subshngr_D (Uttar Pradesh),UP,Kaptanganj,274305,kaptanganj
Bokajan_Central_D (Assam),AS,Bokajan,782480,bokajan
Gujiliamparai_Palayam_DPP (Tamil Nadu),TN,Gujiliamparai,621311,gujiliamparai
Karaikudi_Sivaganga_D (Tamil Nadu),TN,Karaikudi,630307,karaikudi
Kadaba_AnugrDPP_D (Karnataka),KA,Kadaba,574229,kadaba
Billawar_Tilla_D (Jammu & Kashmir),JK,Billawar,184210,billawar
Durg_KohkaRd_D (Chhattisgarh),CG,Durg,491107,durg
Kosgi_Chennaram_D (Telangana),TS,Kosgi,509334,kosgi
Arimbur_Elthuruth_D (Kerala),KL,Arimbur,680617,arimbur
Lucknow_IndiraNgr_D (Uttar Pradesh),UP,Lucknow,227005,lucknow
Palladam_Balajinagar_D (Tamil Nadu),TN,Palladam,638660,palladam
Bethamangala_Sriramatemp_D (Karnataka),KA,Bethamangala,563117,bethamangala
Mettur_Samballi_D (Tamil Nadu),TN,Mettur,636451,mettur
Hassan_Nagathavalli_D (Karnataka),KA,Hassan,573128,hassan
Thrissur_Padavarad_D (Kerala),KL,Thrissur,680610,thrissur
Mawana_FalawdaRd_D (Uttar Pradesh),UP,Mawana,250401,mawana
Kosgi_Chennaram_D (Telangana),TS,Kosgi,509336,kosgi
Kayamkulam_Peringala_D (Kerala),KL,Kayamkulam,690502,kayamkulam
Aurad_CBColony_D (Karnataka),KA,Aurad,585443,aurad
Sonipat_Kharkhoda_D (Haryana),HR,Sonipat,124501,sonipat
Nashik_PatilNagar_D (Maharashtra),MH,Nashik,422214,nashik
Palakkad_Kodumba_D (Kerala),KL,Palakkad,678018,palakkad
Patran_Kahangarh_D (Punjab),PB,Patran,148027,patran
Shahganj_Kaudiya_D (Uttar Pradesh),UP,Shahganj,276288,shahganj
Kovilpatti_KadershanKoil_D (Tamil Nadu),TN,Kovilpatti,628714,kovilpatti
Davangere_Anagodu_D (Karnataka),KA,Davangere,577556,davangere
Pudukkottai_KannanHosp_D (Tamil Nadu),TN,Pudukkottai,622315,pudukkottai
BD_Naogaon_Gitanjali_D (Rajshahi),RS,Naogaon,6500,naogaon
Pailapool_Lagktlbocpr_D (Assam),AS,Pailapool,788106,pailapool
Adampur_Gzipur_D (Punjab),PB,Adampur,144106,adampur
Kazhakkoottam_Rdiosttn_D (Kerala),KL,Kazhakkoottam,695586,kazhakkoottam
Rapar_MalichokRd_DPP (Gujarat),GJ,Rapar,370165,rapar
Manavadar_Ratanpara_DPP (Gujarat),GJ,Manavadar,362620,manavadar
Dholi_WardNo4_D (Bihar),BR,Dholi,843105,dholi
Adoor_Vadakkadathukavu_D (Kerala),KL,Adoor,690540,adoor
Bayana_LalBagh_D (Rajasthan),RJ,Bayana,321302,bayana
Rangpo_Khanikhola_D (Sikkim),SK,Rangpo,737136,rangpo
Pilibhit_AvasVikas_D (Uttar Pradesh),UP,Pilibhit,262302,pilibhit
Nabadwip_Srirmpur_D (West Bengal),WB,Nabadwip,713425,nabadwip
Pudukkottai_Lnpuram_D (Tamil Nadu),TN,Pudukkottai,622204,pudukkottai
Dergaon_Rojabahar_DPP (Assam),AS,Dergaon,785626,dergaon
Mandvi_Tekro_DPP (Gujarat),GJ,Mandvi (Surat),394163,mandvi (surat)
Rampur_Nirmand_DPP (Himachal Pradesh),HP,Rampur Bushahr,172023,rampur bushahr
Sankaran_Kovil_D (Tamil Nadu),TN,Sankarankovil,627758,sankarankovil
Munuvalli_Saanvi_DPP (Karnataka),KA,Munuvalli,591126,munuvalli
Malappuram_Munduprm_D (Kerala),KL,Malappuram,676509,malappuram
Khanakul_Antngr_D (West Bengal),WB,Khanakul,712415,khanakul
Ahmedabad_Thaltej_C (Gujarat),GJ,Ahmedabad,380014,ahmedabad
Amb_Mubarikpur_D (Himachal Pradesh),HP,Amb,177219,amb
Tirunelveli_BlaPkyaNgr_D (Tamil Nadu),TN,Tirunelveli,629205,tirunelveli
Patna_Sonagopalpur_H (Bihar),BR,Patna,801505,patna
Bhopal_Mandakinicolony_D (Madhya Pradesh),MP,Bhopal,462016,bhopal
Bairia_Bhagwanpur_DPP (Uttar Pradesh),UP,Bariya,277403,bariya
Bareli_SourvDPP_D (Madhya Pradesh),MP,Bareli,464668,bareli
Jaipur_VishwakarmaIndArea_R (Rajasthan),RJ,Jaipur,302013,jaipur
Karwar_Sadashivgad_D (Karnataka),KA,Karwar,581303,karwar
Bardhaman_Ulhas_D (West Bengal),WB,Bardhaman,713124,bardhaman
Dhulian_RatanDPP_D (West Bengal),WB,Dhulian,742224,dhulian
Mumbai_Kalachowki_C (Maharashtra),MH,Mumbai,400034,mumbai
Biswan_PatelNGR_D (Uttar Pradesh),UP,Biswan,261145,biswan
Katwa_Ktw_D (West Bengal),WB,Katwa,713512,katwa
Perambra_KayipramRd_D (Kerala),KL,Perambra,673532,perambra
Pileru_Plot14_D (Andhra Pradesh),AP,Pileru,517192,pileru
Ashta_Saicolony_D (Madhya Pradesh),MP,Ashta,466120,ashta
Jagraon_Grainmkt_D (Punjab),PB,Jagraon,142030,jagraon
Kalapathar_GoleiChhak_D (Orissa),OR,Kalapathar,754009,kalapathar
Rupnagar_Towercolony_D (Punjab),PB,Rupnagar,144522,rupnagar
Muvattupuzha_Anicadu_D (Kerala),KL,Muvattupuzha,686730,muvattupuzha
Gurgaon_PalamVihar_R (Haryana),DL,Delhi,110073,delhi
Piduguralla_Rasoolpet_D (Andhra Pradesh),AP,Piduguralla,522614,piduguralla
Pudukkottai_Lnpuram_D (Tamil Nadu),TN,Pudukkottai,614622,pudukkottai
Pune_Dhanori_C (Maharashtra),MH,Pune,411406,pune
Jaipur_Sitapura_R (Rajasthan),RJ,Jaipur,302033,jaipur
Dholi_Etwarpurjointi_D (Bihar),BR,Dholi,843115,dholi
Ullal_Chembugudde_D (Karnataka),KA,Ullal,575020,ullal
Mogullapally_ArrmCmplx_DPP (Telangana),TS,Mogullapally,506366,mogullapally
Ramban_Maitra_D (Jammu & Kashmir),JK,Ramban,182148,ramban
Tirupur_Kangeyam_D (Tamil Nadu),TN,Tirupur,638111,tirupur
Tiruvalla_Peringara_D (Kerala),KL,Tiruvalla,689626,tiruvalla
Sikar_KishanColony_D (Rajasthan),RJ,Sikar,333043,sikar
Bhavnagar_Chitra_I (Gujarat),GJ,Bhavnagar,364060,bhavnagar
Nuzvid_NSPColony_D (Andhra Pradesh),AP,Nuzvid,521123,nuzvid
Ankola_Vandige_D (Karnataka),KA,Ankola,581321,ankola
Auraiya_Brahmngr_D (Uttar Pradesh),UP,Auraiya,206122,auraiya
Raruan_Badararuan_DPP (Orissa),OR,Raruan,757039,raruan
Malerkotla_Sajidacolony_D (Punjab),PB,Malerkotla,141117,malerkotla
Kolasib_DiakkawnVeng_D (Mizoram),MZ,Kolasib,796081,kolasib
Aluva_Dharuslm_D (Kerala),KL,Aluva,683103,aluva
Kurupam_MainRd_DPP (Andhra Pradesh),AP,Kurupam,535594,kurupam
Hura_Lalpur_DPP (West Bengal),WB,Hura,722173,hura
Mysore_AlanahalliPolStn_D (Karnataka),KA,Mysore,570028,mysore
Ramgarh_Mandu_D (Jharkhand),JH,Ramgarh,829146,ramgarh
Aliganj_LuhariDarwaja_D (Uttar Pradesh),UP,Aliganj,207505,aliganj
Anjumoorthy_Vdaknchery_D (Kerala),KL,Anjumoorthy,678704,anjumoorthy
Chennai_Guindy_C (Tamil Nadu),TN,Chennai,600036,chennai
Ganpatipule_Rahataghar_DPP (Maharashtra),MH,Ganpatipule,415614,ganpatipule
Kadpadi_GoldenNager_D (Tamil Nadu),TN,Kadpadi,632007,kadpadi
Dusrabid_SugrFact_DPP (Maharashtra),MH,Dusrabid,443202,dusrabid
Rangalia_JibnprMore_DPP (Jharkhand),JH,Rangalia,814144,rangalia
Muvattupuzha_Anicadu_D (Kerala),KL,Muvattupuzha,683583,muvattupuzha
HamirpurUP_YamunaBdg_D (Uttar Pradesh),UP,Hamirpur-UP,210502,hamirpur-up
Thrissur_Pottore_D (Kerala),KL,Thrissur,680020,thrissur
Dholi_WardNo4_D (Bihar),BR,Dholi,843147,dholi
Nurpur_Sadwan_DPP (Himachal Pradesh),HP,Nurpur,176313,nurpur
Sankaramangalam_Pattithara_D (Kerala),KL,Sankaramangalam,679307,sankaramangalam
DoomDooma_Pthrgoan_D (Assam),AS,Doom Dooma,786150,doom dooma
Paratwada_Hardenagar_D (Maharashtra),MH,Paratwada,444809,paratwada
Shajapur_Mahupura_D (Madhya Pradesh),MP,Shajapur,465220,shajapur
Purnia_Kauanagar_D (Bihar),BR,Purnia,854315,purnia
Aruppukkottai_Kanjnykknpti_D (Tamil Nadu),TN,Aruppukkottai,626004,aruppukkottai
Aonla_KdidmCLY_D (Uttar Pradesh),UP,Aonla,243401,aonla
Bagalkot_NavaNgr_D (Karnataka),KA,Bagalkot,587111,bagalkot
BD_Sylhet_Zindabazar_D (Sylhet),SH,Sylhet,3301,sylhet
Guwahati_Borbari_D (Assam),AS,Guwahati,781026,guwahati
Manda_Salia_D (Uttar Pradesh),UP,Manda,231313,manda
Paradip_Udyabata_D (Orissa),OR,Paradip,754141,paradip
Jhalawar_RTOOffice_D (Rajasthan),RJ,Jhalawar,326021,jhalawar
Veraval_Vidhyutnagar_D (Gujarat),GJ,Veraval,362276,veraval
Sindhanur_JanathaGunj_D (Karnataka),KA,Sindhanur,584128,sindhanur
Deoband_Shivpuricolony_D (Uttar Pradesh),UP,Deoband,247554,deoband
Jeypore_Koraput_D (Orissa),OR,Jeypore,764021,jeypore
Baruipur_Bnsibtla_D (West Bengal),WB,Baruipur,743302,baruipur
Eluru_Agraharm_DC (Andhra Pradesh),AP,Eluru,534006,eluru
Mangalpur_GayatriColony_D (Orissa),OR,Mangalpur,755011,mangalpur
Gogamukh_Rupahi_D (Assam),AS,Gogamukh,787056,gogamukh
Malmaliya_Sipah_D (Bihar),BR,Malmaliya,841413,malmaliya
Tulsipur_Orajhar_DPP (Uttar Pradesh),UP,Tulsipur,271215,tulsipur
Udumalaipettai_Gangthrn_D (Tamil Nadu),TN,Udumalaipettai,642207,udumalaipettai
Sonbarsa_Soha_D (Bihar),BR,Sonbarsa-BH,852126,sonbarsa-bh
Dindigul_Kottapatti_D (Tamil Nadu),TN,Dindigul,624301,dindigul
BD_Noakhali_Maizdicourt_D (Chattogram),CA,Noakhali,3800,noakhali
Siyana_Khnprstand_D (Uttar Pradesh),UP,Siyana,245402,siyana
Kolkata_Belghoria_C (West Bengal),WB,Kolkata,700052,kolkata
Sikar_Phagalwa_D (Rajasthan),RJ,Sikar,332042,sikar
Hassan_JayaNgr_D (Karnataka),KA,Hassan,573216,hassan
Akaloor_Lakdi_DPP (Kerala),KL,Akaloor,679512,akaloor
Davangere_Industrialarea_D (Karnataka),KA,Davangere,577601,davangere
Ranni_Chethakhl_D (Kerala),KL,Ranni,689615,ranni
Bangalore_PrasantiNagar_C (Karnataka),KA,Bangalore,560082,bangalore
Vijayawada_RTCColony_D (Andhra Pradesh),AP,Vijayawada,521137,vijayawada
Delhi_UdhyogNgr_R (Delhi),DL,Delhi,110036,delhi
Jhadol_jangalwaSt_DPP (Rajasthan),RJ,Jhadol,313906,jhadol
Baramati_Amari_D (Maharashtra),MH,Baramati,413105,baramati
Simrahi_Bazar_D (Bihar),BR,Simrahi Bazar,852125,simrahi bazar
Alibag_Shribag_D (Maharashtra),MH,Alibag,402208,alibag
Coimbatore_Vellakinar_C (Tamil Nadu),TN,Coimbatore,641039,coimbatore
Baramati_Amari_D (Maharashtra),MH,Baramati,413117,baramati
Ezhupunna_AmalaSchool_DPP (Kerala),KL,Ezhupunna,688548,ezhupunna
Bandikui_Mukarpura_D (Rajasthan),RJ,Bandikui,303323,bandikui
,KL,Aluva,999994,aluva
Chennai_Guindy_C (Tamil Nadu),TN,Chennai,600020,chennai
Thanjavur_Riyasnagar_D (Tamil Nadu),TN,Thanjavur,613009,thanjavur
Nadiad_Shantinagar_D (Gujarat),GJ,Nadiad,387420,nadiad
Jamalpur_HalaraVlg_D (West Bengal),WB,Jamalpur,712152,jamalpur
Nagpur_BhagwanNgr_D (Maharashtra),MH,Nagpur,440022,nagpur
Kherli_GodamDPP_D (Rajasthan),RJ,Kherli,321006,kherli
Tura_Matchakol_D (Meghalaya),ML,Tura,794101,tura
Athani_Kanaknagar_D (Karnataka),KA,Athani,591232,athani
Mumbai_Chandivali_R (Maharashtra),MH,Mumbai,400070,mumbai
Narsampet_PakhalRoad_D (Telangana),TS,Narsampet,506349,narsampet
Mysore_Hebbalestate_D (Karnataka),KA,Mysore,570003,mysore
Jiyanpur_GorkhpurRd_D (Uttar Pradesh),UP,Jiyanpur,276127,jiyanpur
Kothagudem_OldPaloncha_D (Telangana),TS,Kothagudem,507154,kothagudem
Meerut_Dimoli_R (Uttar Pradesh),UP,Mawana,250402,mawana
AmbagarhChowki_Ward14_D (Chhattisgarh),CG,AmbagarhChowki,491665,ambagarhchowki
Jorhat_Titabor_D (Assam),AS,Jorhat,785630,jorhat
TarnTaranSahib_BasantAvenue_D (Punjab),PB,Tarn Taran Sahib,143401,tarn taran sahib
Khaga_GTRoad_D (Uttar Pradesh),UP,Khaga,212655,khaga
Midnapore_Harishpur_D (West Bengal),WB,Midnapore,721102,midnapore
Titilagarh_RSRDDPP_D (Orissa),OR,Titilagarh,767066,titilagarh
Machilipatnam_Ward16_D (Andhra Pradesh),AP,Machilipatnam,521131,machilipatnam
Chhata_Krishnacolony_D (Uttar Pradesh),UP,Chhata,281401,chhata
Kottayam_Perumbaikad_D (Kerala),KL,Kottayam,686035,kottayam
Sujangarh_Khanpur_D (Rajasthan),RJ,Sujangarh,331502,sujangarh
AmbujNagar_ShvrjprRd_D (Uttar Pradesh),UP,Ambuj Nagar,212635,ambuj nagar
Kanpur_Rania_D (Uttar Pradesh),UP,Kanpur,209304,kanpur
Khairthal_HarsouliRoad_D (Rajasthan),RJ,Khairthal,301403,khairthal
Srinagar_Rainawari_D (Jammu & Kashmir),JK,Srinagar,190006,srinagar
Fatehabad_SirsaRd_D (Haryana),HR,Fatehabad,125050,fatehabad
Ichalkaranji_TmbeMala_D (Maharashtra),MH,Ichalkaranji,416111,ichalkaranji
Kannur_MuzhappalaRd_D (Kerala),KL,Kannur,670614,kannur
Mohammadpur_DurgaMkt_DPP (Bihar),BR,Mohammadpur,841423,mohammadpur
Akbarpur_AmbedkarNgr_D (Uttar Pradesh),UP,Akbarpur,224152,akbarpur
Visakhapatnam_Duvvada_D (Andhra Pradesh),AP,Visakhapatnam,531019,visakhapatnam
Alappuzha_Pazhvedu_D (Kerala),KL,Alappuzha,688523,alappuzha
