state,key,value
HP,nagwain,175122:175134
HP,nahan,173022:173030:173001:173026
HP,naina devi,174011:174310:174002
HP,nalagarh,174101
HP,nerwa,171211:171210
HP,nurpur,176313:176211:176203:176302
HP,palampur,176097:176103:176064:176094:176085:176083:176102:176092:176091:176061:176087:176086:176062:176059:176096:176065
HP,palion,176204:176205:176201:176202:176225:176200
HP,paonta sahib,173025:173020:173004:173028:173021
HP,parwanoo,134102:133301:133302:134101:173220:134105:134104
HP,patlikuhal,175136:175129:175128:175104:175130
HP,pooh,172111:172110:172116
HP,rajgarh-hp,173101
HP,rampur bushahr,172023:172001:172201
HP,reckong peo,172108:172107
HP,rohru,171223:171207
HP,sarkaghat,175024:175037:175051:175050:175042:175026:175040:175025
HP,shahpur-hp,176206:176208:176217
HP,shimla,170001:171002:171008:173002:171004:171009:171010:171007:171005:173217:171011:171218:171003:171006:171019:171014:171012:171103:171001
HP,sihunta,176207
HP,solan,173222:173212:173213:173223:173230:173221:174102:173211:173214:173218
HP,sujanpur,176109:176089:176082:176111:176075:176073:176108:177007:176107:176095:176110:177028:176090
HP,sundar nagar,175027:175002:175036:175017:175008:175137:175019:175018
HP,sundla,176312:176319:176317:176320:176308
HP,suni,171018:171301
HP,surajpur jhikla,176403
HP,tahliwal,174201:176601:174503:174507:177220:174301
HP,theog,171222:171212:171209:171220:171201
HP,thunag,175047:175035:175048
HP,una-hp,174315:174306:174302:177208:177207:174317:174303:177209
HP,waknaghat,173234:173215:171219
HR,agroha,125052:125047
HR,ambala,134011:133003:133010:133004:133101:133002:133007:133005:134005:136135:134008:134007:133205:133006:133104:133021:136134:134002:134003:133202:133008:133201:133203:133001:134012:133102:133207:134001
HR,assandh,126111:132039:132046:136044
HR,bahadurgarh,124506:124508:124505:124507
HR,bahal,127028:127029
HR,barwala,125121
HR,bhiwani,127114:127111:127021:127020:127031:127311:127309:127032:125021
HR,bilaspur-hr,100004
HR,charkhi dadri,127026:127042:127110:127312:127306:124106:127025:127307:127022
HR,ellenabad,125075:125102
HR,faridabad,121007:121011:121002:121004:121012:121010:121014:121005:121013:121009:121006:121001:121008:121015:121101:121003:121000
HR,fatehabad,125053:125048:125050:125122:125058:125120:125112:125113:125111
HR,gohana,131304:131306:131301:131305:131302:131310:131303
HR,gurgaon,122012:122213:122217:122002:122220:122010:122011:122008:122009:122013:122218:122216:122052:122016:122000:122210:122021:122006:122109:122233:122219:122014:122207:122227:122003:122055:122022:122506:122209:122204:122098:122505:122215:122004:122101:122051:122050:122231:122206:123507:122211:123505:122005:122019:122015:122017:122224:122102:122001:122225:122208:122018:122203:122232:122007
HR,hansi,125037:125033:125049:127035
HR,hisar,125006:125007:125044:125011:125002:125003:125005:125004:125001
HR,hodal,122508:121107:121106
HR,jhajjar,124101:124504:124202:124104:124107:124102:124201:124103:124105:124109
HR,jind,126152:125039:126113:126125:126116:126102:126114:126115:126110:125038
HR,kaithal,136042:136020:132026:136030:136035:136026:136034:136021:136033:136043:136027:136117
HR,karnal,132114:132041:132117:132054:132157:132024:132022:132040:132023:132037:132001:132036:132116
HR,kurukshetra,132118:136131:136038:136119:136118:136156:136132
HR,loharu,123024:127201:127308:127030
HR,mahendragarh-hr,127310:123027:123034:123029:123031
HR,mandi dabwali,151211:125104:152113:151401
HR,meham,124514:125042:127027:126101:124022:124111:127041:124513:124112:124127
HR,naraingarh,134205:134204:134201:134203:134202
HR,narnaul,123021:301713:123023:123028:123001
HR,nuh,122104:122107:122108
HR,palwal,121102:121105:121103
HR,panipat,132110:132145:131102:131101:132101:132104:132108:132140:132102:132106:132105:132115:132122:132103
HR,pataudi,123003:122504:123413:122413:123506:122503:123504:124108:123503:122414
HR,pehowa,136136:136128:136130:136129
HR,ratia,125133:151507:125051:125106
HR,rewari,123101:123303:122502:123501:123302:124146:123102:123103:123414:123305:124141:124142:123411:123502:123401:123035:123412:301401:123301
HR,rohtak,124401:124411:124021:124416:124113:124406:124010:124001:124303:124412
HR,safidon,132113:126112
HR,sirsa,125054:125077:125056:125076:125055:125110:125060:125078:125201:125103
HR,siwani,127045:127043:127046:127040
HR,sohna,999951:122105:122103
HR,sonipat,131039:124501:131408:131103:131040:131402:131023:131409:131029:131002:131024:131027:131028:124404:131001:131021:131022:124517:131403:131030
HR,yamuna nagar,135001:135021:135133:135003:135002:135101:135106:133206:135004:135103:133103:133105:135102:133204:135105
JH,bagodar,825322:825313:825312
JH,balumath,829202
JH,barharwa,816110:816105:816101:816102
JH,barkagaon,825311
JH,barki saria,825324:825320
JH,barwadih,822111:829204
JH,bero,835301:835203:835202
JH,bisrampur,822132:822124
JH,boarijore,814160:816120:813208
JH,bokaro,827013:827011:827002:827009:827003:827004:827014:827001:827015:827010:826006:827016:827012:827006
JH,bundu,835204
JH,chaibasa,833202:833215:833201
JH,chainpurjh,835206:835230
JH,chakradharpur,833105:833102
JH,chakulia,832301:832302:832101
JH,chandankiyari,828134:828303
JH,chandil,832404:832401
JH,chatra,825401
JH,chhatarpur-jr,822113
JH,chirkunda,828209:828204:828205:828206:828207:828202:828203
JH,daltonganj,822102:822110:822101
JH,deoghar,814115:814142:814116:814143:814141:814114:814157:814120:814112:814113:814118:814122
JH,dhanbad,828301:826015:828110:828123:828133:828127:828128:828109:828131:828108:828104:828105:828106:828115:828130:828122:828135:828308:828124:828114:828132:828125:828302:828304:828116:826005:828121:828107:828309:828120:828305:828129:828103:828126:828113:828142:828112:826004:828117:828119:826001:828201:826007:826002:828111:828101:826003
JH,domchanch,825421:825137:825318:825410:825407:825418:825409:825109:825413
JH,dumka,814110:814101:814145:814151:814153
JH,garhwa,822133:822134:822114
JH,giridih,815314:815302:815305:815301:815303:815316:815312
JH,godabar,825403
JH,godda,814133
JH,gomoh,828306:828307:825167:825106:828401:828402
JH,gumia,825315:829112:829149
JH,gumla,835220:835207:835324:835208:835232:835233:835231
JH,hariharganj,822131
JH,hazaribagh,825302:825304:825335:825327:825303:825317:825411:825402:825301:825319
JH,itkhori,825408
JH,jagannathpur,833203:833212:833214
JH,jamshedpur,831004:831012:831014:831003:832110:831008:831010:831005:831015:831019:831018:831007:832108:832402:831009:832107:832109:831006:831017:831013:831001:821004:831011:831002:831035:831016:831020
JH,jamtara,815352:815354:815351
JH,japla,822117:822120:822116:822115
JH,kedla,829134:825314:829130:825336:825325:825326
JH,khalari-jr,829205:829209:829208:835214:829210:829201
JH,khunti,835234:835209:835216:835210:835221
JH,kolebira,835211:835201
JH,kundahit,815359:815355
JH,latehar,829207:829203:829206
JH,lohardaga,835302:835304:835305:835306:835213
JH,madhupur,815353:814149:815357:814146:814150:814166
JH,mahagama,814154:814155:814147:814165
JH,maheshpur,816106:814111:816117
JH,mahuadanr,822119
JH,manoharpur,833104
JH,nagar untari,822112:822129:822121:822128
JH,noamundi,833221:833217:833218:833213
JH,ormanjhi,835219
JH,pakur,816104:816107
JH,panki,822122:822123:822118
JH,patan,384265:384255:384110:384285:384260:384221:384275:384230:384272:384220
JH,patratu,829105:829124:829118:829143:829133:829119:829135:829120:829106:829125:829126
JH,peterbar,829121:829123:829110:829301:827302:829128
JH,phusro,829111:829114:829113:829132:829144:829127:828404:829116:828403:828102:829107:829104:825102
JH,poriyahat,814102:814158
JH,rajdhanwar,815318:815315:825412
JH,rajmahal,816116:816129:816108
JH,ramgarh,825101:829122:829146:829109:829101:829108:825103:829117:829150:829103:829129:825330:825316:829131:829102
JH,ranchi,835303:834003:835240:834011:835238:834008:834010:835217:834002:835103:834001:835215:834006:834004:834007:834009:835222:834012:835205:834005
JH,rangalia,814144:814148
JH,ranka,822125
JH,sahebganj,816109
JH,satbarwa,822126
JH,seraikella,833219:833216:833220:832119
JH,shikaripara,814119:816118:816103:814124:814103
JH,simdega,835224:835228:835226:835223:835235
JH,tamar,835225
JH,tandwa,825321
JH,tisri,815313:815317
JH,torpa,835227:835229
JK,akhnoor,181206:181207:181122:181201:181202:181204:181203
JK,anantnag,192221:192231:192211:192212:192101:192129:192201:192102:192401:192125:192233:192232:192124:192210:192305
JK,bandipora,193504:193501:193502
JK,banihal,182146
JK,baramulla,193301:193123:193122:193303:193402:193101:193103
JK,bhaderwah,182222:182200
JK,billawar,184210:184205:184203:182128:184202:184204
JK,chenani,182142:182161:182143:182141
JK,doda,182147:182202:182201
JK,hiranagar,184144:184142:184148
JK,jakh,181141:181143:184120:181134
JK,jammu,181145:181121:181113:180003:180009:180012:180005:181008:181133:181152:181123:181205:181132:181221:180018:180006:180010:180019:180013:180001:180017:180020:181124:180002:181208:180011:180004:180015:180016:180007
JK,kathua,184102:184151:184101:184104:184147:184143
JK,katra,181224:182320:182301
JK,kishtwar,182204
JK,kupwara,193302:193222:193223:193221:193224
JK,poonch,185111:185211:185101
JK,pulwama,192301:192304:192306:192303:192123:192302
JK,rajouri,185131:185212:185132:185234
JK,ramban,182148:182144
JK,ramnagar-jk,182122
JK,reasi,182312:182311
JK,rs pura,181111:181101:181104:181102:181131:181103
JK,samba,184145:184121:184141
JK,sopore,193201:193202
JK,srinagar,191201:190014:190023:190009:190012:190006:190004:191112:192122:190015:190018:193404:190008:191113:193121:193411:191102:190020:190003:191132:191121:191101:191111:193109:190007:190001:192121:193108:191103:193198:190025:190021:193401:190017:190002:191123:190011:190024:191131:190005:190019:190010
JK,sunderbani,185152:185155:185156:185203:185202:185153:185151
JK,udhampur,182124:182126:182121:182127:182125:182117:182104:182101
KA,afzalpur,585212:585217:585301
KA,alnavar,581453:581121:581103:591301
KA,ankola,581321:581344:581326:581316:581353:581319:581314:581357
KA,arsikere,573103:573126:573122
KA,assaigoli,574153:574199:574160:575018
KA,athani,591256:591248:591232:591240:591212:591230:591304:591262:591173
KA,aurad,585443:585436:431741:585259:585417:585326:585428:585421
KA,badami,587201
KA,bagalkot,587128:587102:587111:587126:587101:587103:587204:587205:587120
KA,bagepalli,561207:563124:561212:561209
KA,bailhongal,591119:591121:591104:591102:591125:591147
KA,banavara,573125:573112
KA,bangalore,560061:560105:560116:560066:560055:560025:100003:560093:562149:560030:562107:560082:560080:560020:560242:560026:560073:560075:560083:560023:560012:560006:560110:560013:560035:560015:562106:560125:560096:560107:562157:560086:560059:562158:560098:560112:560011:560022:560002:560064:560014:560103:560072:560063:560062:560095:560034:560003:560028:560010:560009:560027:560067:560071:560078:560047:560068:560108:560043:560051:560104:560300:560079:560087:560005:560017:560102:560065:560031:560041:989895:560090:560050:560076:560048:560100:560042:560049:560081:560092:560069:560044:562125:560045:560007:560085:560056:560024:560019:560057:560099:560040:560074:560037:560070:562300:560033:560113:560018:560004:560115:560054:560094:560077:560021:560029:560008:560058:560039:560036:560001:560106:560053:560060:560111:560091:560052:560046:560032:560114:560097:560038:560109
KA,bangarapet,563162:563147:563114:563115:563118
KA,bantwal,574211:574323:574264:574219:574231:574143:574169:574222:574265:574301:574324
KA,basavakalyan,585419:585437:585327
KA,basavana bagewadi,586203
KA,belgaum,590008:591246:590013:590014:590016:591113:591139:591103:591109:590015:590005:591156:591254:590019:590004:590011:590006:590001:591221:590018:591243:591128:590012:590010:591143:590020:590002:590007:591124:591108:580010:590003:590009:590017
KA,bellary,583123:583275:583117:583104:583276:583138:583103:583101:583105:583111:583115:577540:583152:583102
KA,belthangady,574228:574224:574216
KA,belur,573121:573215:573101:573115
KA,bethamangala,563117:563113:563120:563121:563122:563116
KA,bhalki,585328:585411:585444
KA,bhatkal,581320:576244:581354:581350:576214:581421:576228
KA,bidar,585441:585226:585429:585403:585413:585402:585423:585422:585431:585427:585401:585425
KA,bijapur,586104:586108:586125:586105:586122:586103:586109:586113:586127:586119:586101:586106:586102
KA,byadagi,581106:581198
KA,byndoor,576220:576219:576232
KA,challakere,577543:577536:577538:577522
KA,chamarajanagar,571313:571174:571128:571146:571127:571115:571342:571316
KA,channagiri,577526:577554:577539:577215:577523:577213:577221:577531:577557:577243
KA,channapatna,571501:562138:562108:562160:562161
KA,channarayapatna,573131:573116:573225:573135:573124:573111
KA,chikkaballapura,563157:562103:562101:562102:562104:563128:562164:562105
KA,chikkamagalur,577111:577146:577101:577133:577168:577102
KA,chikkanayakanahalli,572214
KA,chikodi,591309:591216:591213:591239:591287:591247:591340:591313:591244:591305:591297:591236:591214:591242:591226:591222:591201:591510:591281:591264:591314
KA,chincholi,585307:585305:585324:585306
KA,chintamani,563161:563134:563125
KA,chitradurga,577502:577520:577541:577503:577532:577571:577501
KA,chittapur,585228:585225:585211:585238:585317:585229:585312
KA,dabaspete,562111:572140:561101:562132
KA,dandeli,581129:581363:581325:581365
KA,davangere,577003:577551:577534:577004:577556:577601:577589:577218:577588:577001:577591:577519:577544:577566:577514:577002:581123:577518:577005:577512:577231:577525:577006:577552
KA,devadurga,584126:584116:584111:584113
KA,devanahalli,562135:562129:562110
KA,dharwad,580118:580005:580002:580003:580011:580008:580006:580112:580001:581105:582222:580007:580114:581201:580009:580004
KA,doddaballapura,561204:561203:562163:561205
KA,eedu,574109
KA,gadag,582103:582204:582115:582112:582123:582120:582101:581107:581117:582116:582205:582117:582102:582210
KA,gangavathi,583282:583283:583268:583132:583235:584130:583227
KA,gauribidanur,561211:561210:561206:561228:561213:561208
KA,gokak,591307:591233:591318:591306:591107:591101:591122:591224:591218:591231:591344:591227:591308
KA,gonikoppal,571253:571216:571217:571219:571215:571254:571213
KA,gulbarga,585213:585101:585105:585333:585260:585109:585103:585106:585308:585104:585102
KA,gundlupet,571109:571123:571111
KA,gurmatkal,585214
KA,hagaribommanahalli,583212
KA,haliyal,581356:581329
KA,hangal,581102:581197:581104:581203
KA,hanur,571439:571444:571320:571443:571457
KA,harohalli,562121:562112
KA,harpanahalli,583127:583125:583131:583213:583137
KA,hassan,573213:573218:573128:573216:573201:573202:573220:573164:573118:573162:573212:573217:573226:573219
KA,haveri,581128:583216:581153:581202:583217:581112:581193:581118:581108:581126:581213:581132:581148:581101:581205:581110
KA,hiriyur,572143:577596:577558:577545:577598:577599:577511
KA,holenarasipur,573210:573211
KA,honnali,577516:577224:577223:577217:577530:577219:577230
KA,honnavar,581334:581327:581361:581423:581348:581338:581342:581341:581335
KA,hoovina hadagali,583226:582113:583224:583219:583220:583214:582118
KA,hosadurga,577597:577542:577533:577515:577527
KA,hosanagar,577418:577425
KA,hoskote,999985:999928:562122:999991:562114
KA,hospet,583223:583215:583203:583202:583233:583239:583204:583234:583222:583211:583201:583221:583225
KA,hubli,580028:580031:580032:581140:580030:580213:581212:580024:581113:580022:580020:581207:580025:580023:581196:580021:580026:580027:580029:581234
KA,huliyar,572119:572218:572228
KA,humnabad,585414:585412:585330:585415:585353:585418:585316:585331:585313:585329
KA,hunsur,571116:571189:571114:571134:571125:571105:571103:571106:571107:571121:571108
KA,ilkal,587202:587112:584114:587118:583281:587125:587154
KA,indi,586227:586209:586211:586204:586117:586217:586205:586112:586111:586242:586215:586207
KA,jamkhandi,587330:587301:587119:587311:587135
KA,jewargi,585303:585310
KA,kadaba,574285:574221:574229:574230
KA,kadur,577175:577547:577548:577245:577182:577116:577129:577140:577228:577550:577180:577145:577549:577138:577135
KA,kalaghatgi,581204
KA,kalasa,577181:577142:577121:577179:577124
KA,kanakapura,562126:562119:562117
KA,kanjarakatte,576121
KA,karkala,574108:576117:576111:574122:574244:574110:574129:574101:576126:574104:574114:574107:574102
KA,karwar,581352:581303:581305:581317:581345:581360:581304:581339:581324:581328:581308:581302:581306:581307:581301
KA,kerur,587203:587206:587156:587104:582206
KA,khanapur,591131:591302:591120
KA,kittur,581206:591118:591106:591115:591112:591153
KA,kolar,563126:563101:563102:563103:563133
KA,kolhar,586216:586210:586121:587116
KA,kollegala,571442:571801:571441:571440
KA,koppa-ka,577134:577120:577118:577127:577126
KA,koppal,583231:583238:583230
KA,kora,572128:572138
KA,koratagere,572121:572129
KA,kotturu,583136:583134
KA,kowthal,584138:584129:584120
KA,krishnarajngr,571601:571610:571608:571602:571604:571617:571603
KA,krishnarajpet,571812:571423:571426:571455:571436:571605
KA,kudligi,583135:583124
KA,kumta,581332:581362:581343:581323:581330:581440:581333:581351
KA,kundapura,576226:576212:576233:576235:576201:576283:576229:576247:576222:576227:576282:576216:576221:576231:576217:576211:576225:576254:576224:576230:576257
KA,kunigal,572142:562131:572126:572130:572120
KA,kurugodu,583116:583120:583129
KA,kushalnagar,571234:571187:571104:571102:571232
KA,kushtagi,583237:583279:583277:583278:584121
KA,lingasugur,584127:584122:584125:584139:584115
KA,maddur,571433:571429:571428:571476
KA,madhugiri,572112:572132:572175:572133
KA,madikeri,571248:571237:571201:571251
KA,magadi,562201:562127:562120
KA,mahalingpur,587316:587312:591235:587314:591312:591310:587134:587315
KA,malavalli,571475:571430:571422:571424:571417:571463:571421
KA,mallapur,581396:581400
KA,malur,563139:563160:563137:563130
KA,mandya,571427:571403:571477:571435:571478:571446:571425:571807:571404:571434:571438:571402:571401:571405:572123:571415:571419:571450
KA,mangalore,575011:575013:575004:575015:575001:575007:574151:575006:575008:575028:574173:575003:574189:575016:574166:575002:574145:575010:574142:575005:574509:575029:575012
KA,manipal,576107:576218:576115:576124:576223:576001:576108:576120:576106:576210:576114:576215:576234:576213:576101:576105:576102:576103:576113:576104:574118
KA,mannaekhelli,585227
KA,manvi,584123:584203:584143
KA,molakalmuru,515872:577529:577535:583128:583126:583218:583130
KA,moodabidri,574237:574266:574267:574274:574242:574213:574226:574272:574144:574225:574165:574197:574162:574164:574227:574236
KA,mudarangady,574111:576122:574116:574112:574105:574113:574138:574119:576127:574117:574139:574106:574115:574504:574103
KA,muddebihal,586129:586213:586212:585219:587207:587115:586124:586116:586201:586245
KA,mudhol,587113:587319:587122:591136:587117:587313:587121
KA,mudigere,577113:577132
KA,mulbagal,563136:563132:563131:563127
KA,mundgod,581349:581411
KA,munuvalli,591126:591111:591116:591117
KA,mysore,570010:571321:570004:570028:570003:570032:570009:571124:570001:570025:570014:571110:571122:571607:570033:570008:570021:570029:570019:570007:570012:570013:570016:570030:570027:571186:570023:571120:570020:570018:571606:570011:570022:570015:571101:570024:570002:570031:570005:571130:570006:570026:570017:570034
KA,nagamangala,571431:571432:571811:571448:571445:571416:571802:571418
KA,nanjangud,571118:571119:571315:571325:571302:571301:571311:571129:571314:571312
KA,navalgund,582201:581209:582208
KA,nelamangala,560089:562123:562162:560088
KA,nipani,591228:591237:591241:591238:591263:591219:591211:591215:591229:591225
KA,panja,574232:574238:574328
KA,pavagada,572136:561202:572141
KA,puttur,574202:574259:574258:574210:574326:574325:574203:574241:574201
KA,raibag,591220:591317:591217:591311
KA,raichur,584102:584201:584118:584135:584134:584101:584140:584133:584202:584170:584104:584103
KA,ramanagara,561201:571511:562159:562109:562128
KA,ramanathapura,573102:573130:573150:573113:573133:573142:573136:573120:573147
KA,ramdurg,587155:591127:591123
KA,ranebennur,581208:581210:581109:581115:581143:581145:581116:581211:581119:581111
KA,rona,582111:582209:582217:587114:582119:582202:582211:582203:581165
KA,sagara,577244:577417:577401:577430:577434
KA,sakleshpur,573129:573214:573165:573134:573127
KA,sandur,583118:583119
KA,saundatti,591110
KA,sedam,585292:585222:585320:585210:585318
KA,shahapur,585223:585309:585323:585287
KA,shanivarasanthe,573137:571231:571235:571236
KA,shimoga,577416:577229:577301:577211:577302:577227:577205:577115:577247:577144:577451:577204:577216:577202:577303:577321:577233:577220:577203:577201:577128:577222
KA,shiralakoppa,577413:577433:577428
KA,shorapur,585224:585290:585216:585304:585220
KA,siddapur,581322:577421:581355:577435
KA,sindagi,586128:586206:586142:586220:586202:586120:586115:586123
KA,sindhanur,584128:584132:583229
KA,sirsi,581403:581402:581346:577419:581340:581401:581336:581450:581318:581358
KA,siruguppa,583122:583121:583114:584167
KA,soraba,577429
KA,sringeri,577112:577139:577411:577123
KA,srinivaspur,563138:563135
KA,sullia,574314:574223:574218:574234:574248:574212:574239:574313:574327
KA,surathkal,574179:575026:575021:574141:575025:575019:574154:574150:574146:575014:575030:574148:574158
KA,talikoti,586118:585237:585291:586214:586208
KA,tavarekere,562130
KA,thirthahalli,577246:577412:577426:577440:577232:577432:577423:577422:577125:577448:577415:577414:577436
KA,tiptur,572201:572224:572202:572217:572226:572114:573119
KA,tumkur,572223:572107:572105:572102:572117:572103:572118:572168:572219:572145:572104:572122:572106:572222:572216:572101
KA,turuvukere,572215:572220:573141:572212:572225:572211:572227:572221
KA,ugar,591234:591303:591315:591316:591223
KA,ullal,575022:575020:574161:575027:575023:575024:575009:575017
KA,virajpet,571212:571218:571211
KA,vitla,574235:574260:574253:574220:574279:574243
KA,yadgir,585321:585315:585221:585319:585202:585201
KA,yaragatti,591129
KA,yedrami,585325
KA,yelburga,583284:582114:583232:583236
KA,yellapur,581359:581337:581412:581347
KA,yellare,576112
KH,chuyadanga,7200:7222:7220:7221:7211:7230:7210:7201
KH,jessore,7410:7405:7470:7501:7403:7420:7404:7401:7400:7430:7402:7460:7500:7450:7520:7407:7440:7406
KH,jhenaidah,7321:7310:7300:7340:7320:7301:7351:7330:7350
KH,khulna,9206:9251:9281:9220:9222:9207:9280:9205:9284:9270:9210:9231:9208:9252:9241:9261:9253:9000:9221:9223:9271:9240:9242:9230:9100:9260:9282:9272:9224:9291:9202:9250:9273:9285:9283:9204:9203:9201:9290
KH,kushtia,7110:7020:7003:7040:7011:7030:7052:7002:7102:7031:7041:7042:7001:7100:7032:7000:7152:7021:7101:7010:7050:7051
KH,magura,7611:7620:7612:7630:7600:7631:7632:7610
KH,narail,7513:7511:7510:7521:7512:7514
KL,adimali,685562:685561:685611:685571
KL,adoor,690540:690520:691524:689648:691553:689516:691551:691529:691523:690571:689518:691556:691554:691528:690504:691555:689512:691526:691525:691552:689513:691530
KL,agali,678581
KL,akaloor,679515:678633:678573:679512:678641:678572:679514:678642:679516:678571:678722:678613:678612
KL,alakode,670571:670582:670581
KL,alappuzha,688564:688002:688532:688525:688523:688538:688511:688546:688011:688584:688531:688008:688512:688530:688533:688524:688009:688586:688544:688529:688566:688013:688558:688587:688536:688004:688502:688561:688508:688542:688567:688501:688541:688559:688543:688539:688001:688006:688010:688540:688556:688521:688527:688557:688012:688003:688014:688582:688526:688522:688545:688007:688528:688555:688505:688005:688554:688552
KL,aluva,683543:683103:999994:683576:683586:683571:683563:683111:683592:683582:683572:683579:683501:683578:683589:683591:683585:683502:683577:680734:683110:683101:683573:683511:683108:683112:683106:683102:683544
KL,anjumoorthy,678685:678682:678704:678687:678543:678705:678689:678684:678542:678686:678548:678510:678683:678681:678706:678541:678545:678703:678546:678688
KL,areacode,673607:673641:673602:673640:673645:673639:673644
KL,arimbur,680016:680612:680620:680617:680003:680012:680621:680549:680553:680563:680027:680555:680613:680011:680017:680642:680007:680571:680002:680570:680614:680569:680618:680015:680541:680551:680619:680545:680611:680004:680641
KL,attingal,695103:695605:695308:695144:695102:695105:695317:695104:695307:695318:695305:695303:695312:695313:695302:695101:695304:695106:695142:695309:695306:695611
KL,ayoor,691321:691333:691532:691324:691315:691510:689703:691517:691322:691316:691306:691539:691545:691537:691519:691329:691534:691307:691533:691330:691312:691516:691326:691548:689696:691332:691311:691331:691305
KL,chalakudy,680684:680722:680697:680309:680307:680316:680736:680693:680325:680732:680699:680689:680735:680721:680741:680308:680731:680311
KL,changanacherry,686538:686106:686102:686104:686026:686101:686532:688506:686013:686012:686534:686535:686531:686021:686023:686533:686103:686029:686549:686040:686552:686007
KL,chavassery,670632:670703:670705:670702:670704:670631:670593:670706
KL,chengannur,689546:689126:689520:689123:689547:689125:689122:689124:689506:689543:689106:689541:689510:689511:689542:689109:689508:689121:689583:689551
KL,cherpulassery,679502:679336:679522:679505:679335:679104:679503:679504:679506:679501
KL,chiramanangad,680601:679561:680584:680543:680523:680521:680517:680546:680542:680519:679563:680503:680604:680505:680501:680544
KL,chungatra,679333:679334
KL,cochin,682036:682309:682013:682304:682016:682002:682502:682040:682019:682509:682032:682508:682000:682001:682503:682507:682510:682017:682306:682028:682014:682031:682015:682003:682020:682006:682320:681029:682022:682511:682033:682501:683515:682301:683514:682504:682029:682010:682305:682008:682302:682505:682312:682004:682009:682005:682035:682018:682011:682007:682038:682506:683504:683109:682307
KL,edappal,679553:679584:679585:679552:679575:679578:679580:676110:679574:679581:679554:679576:679551:679587:679594:679591
KL,edavanna,679329:676123:679339:676542:679330:679348:676541:679328
KL,elamakkara,682023:682034:682024:682012:682026:682025:682027:682041
KL,ezhupunna,688548:688550:688535:688534:688537
KL,haripad,690560:689624:690531:690511:689623:690532:689622:690517:690550:690548:690506:690105:690513:690549:690554:690104:690535:690103:690516:690555:688565:689573:690566:690572:690508:690563:690515:690512:690514:688562:690567:690507:689627
KL,iddukki,685602:685603:685604:685606:685609
KL,irinjalakuda,680703:680125:680712:680694:680661:680565:680688:680695:680568:690565:680701:680564:680561:680672:680122:680711:680687:680323:680702:680566
KL,kallikkad,695510:695507:695512:695572:695574:695130:695573:695125:695575:695571
KL,kalpetta,673121:673577:673576:673122:673123:673575:673124
KL,kanhangad,671531:671329:671315:671316:671320
KL,kanjiramattom,686614:686609:682313:686615:682317:686664:682315:682314:682319:686663:686616
KL,kannapuram,670301:670561:670304:670325:670331:670302
KL,kannur,670014:670594:670622:670330:670001:670601:670339:670337:670006:670614:670016:671350:670563:670003:670567:670503:670603:670612:670566:670507:670309:670334:670591:670308:670303:670009:670562:670010:670597:670332:670595:670327:671311:670144:671221:670346:670005:670018:670504:670343:670011:670611:670142:670358:670307:670565:670502:670613:670015:670564:670310:670305:670143:670604:670333:670002:670141:670621:670013:670602:670012:670007:670017:670004:670314:670592:670008:670315:670312:670501
KL,karimba,678631:678597:678596:678591:678632
KL,karukachal,686521:686515:689597:689589:686536:689602:686541:686540:686546:686539:689587:689588:686516:686502:689584:689594:686555:689585:686542:686545
KL,kasaragod,671551:671123:671125:671124:671544:671542:671121:671321:671552:671122:671324
KL,kattappana,685507:685514:685551:685515:685614:685508:685506:685511
KL,kayamkulam,690551:690106:690102:690547:690502:689519:690559:690526:690108:690107:690557:690110:690533:690109:690541:690501:690570:690510:690537:690503:690505:690534:690558:690530:690552:690556:689632:690561:690527:690101
KL,kazhakkoottam,695585:695586:695583:695315:695582:695022:695316:695011:695587:695581:695017:695031:695301:695016
KL,kilimanoor,695614:691535:695601:691536:695612:695602
KL,kodungallur,680666:680669:680124:680670:680691:680663:683523:680664:680682:680667:680123:680733:680668:680665:680671:680685:680673
KL,kollam,691005:691020:691501:690525:690573:691334:691004:691580:691602:691011:691018:690543:691002:691318:691302:691304:691589:691500:691603:690523:691581:691562:691007:691021:691578:690568:691511:691582:691017:691014:690522:691003:691010:691504:690569:691019:691303:691008:690519:690546:691502:691573:691585:691009:691012:691006:691301:691587:691583:691590:690528:691319:690536:691572:691016:690524:691577:690542:691503:690574:690538:691515:690521:691571:691588:691584:690539:691601:691579:691576:690518:691604:691015:691013:691001:690544
KL,koothattukulam,686667:686636:685583:686662:686610:686665
KL,kottarakkara,691560:691522:691543:691506:689695:691540:691521:691625:691531:691544:691520:691538:691514:691557:691566:691547:691505:691508:691518:695120:691512:691507:691550:691623:691509
KL,kottayam,686638:686637:686505:686630:686519:686601:686602:686035:686520:686005:686027:686024:686010:686020:686146:686641:686014:686032:686563:686037:686517:686613:686041:686033:686038:686522:686564:686145:686508:686036:686143:686011:686506:686025:686507:686561:686030:686003:686019:686008:686608:686603:686001:686039:686607:686034:686617:686002:686560:686568:686518:686562:686587:686018:686006:686141:686004:686642:686016:686142:686123:686640:686017:686501:686612:686022:686009:686028:686144:686600:686015:686504
KL,koyilandy,673306:673327:673318:673326:673323:673321:673307:673325:673623:673304:673529:673305:673618:673620
KL,kozhenchery,689548:689643:689642:689641:689550:689544:689533:689586:689612:689611:689545:689660:689549:689654:689652:689514:689616:689644:689613:689531:689532:689614:689650
